Date,Symbol,Open,High,Low,Close,Volume
2001-05-24,SET,311.56,314.41,311.16,312.27,600775424
2001-05-25,SET,314.17,318.47,309.34,311.11,886157376
2001-05-28,SET,311.69,316.88,311.69,316.88,421334496
2001-05-29,SET,317.46,317.46,309.01,309.47,580606592
2001-05-30,SET,310.2,311.94,307.83,310.18,616482496
2001-05-31,SET,309.57,312.07,307.59,310.13,562774784
2001-06-01,SET,311.0,313.74,311.0,312.06,525535616
2001-06-04,SET,313.45,315.83,313.37,313.96,447025984
2001-06-05,SET,315.31,316.31,308.83,310.14,594368320
2001-06-06,SET,312.07,312.93,309.87,310.46,398614400
2001-06-07,SET,310.58,312.25,307.1,308.04,400371104
2001-06-08,SET,308.69,312.4,307.55,312.29,350892000
2001-06-11,SET,312.05,314.4,311.14,314.4,295583392
2001-06-12,SET,314.64,317.02,313.77,314.2,442143488
2001-06-13,SET,315.61,325.52,315.61,324.94,1100961792
2001-06-14,SET,325.19,327.7,321.67,322.24,929343232
2001-06-15,SET,322.26,326.63,322.26,323.97,904313088
2001-06-18,SET,325.89,326.98,318.49,318.49,643569216
2001-06-19,SET,319.87,321.42,317.49,319.59,325741504
2001-06-20,SET,320.87,321.48,318.47,318.47,332067904
2001-06-21,SET,319.9,321.49,316.86,316.92,387115904
2001-06-22,SET,317.82,318.88,316.85,318.67,330502112
2001-06-25,SET,319.42,321.38,318.92,319.81,261206800
2001-06-26,SET,320.2,324.39,320.2,320.76,537356928
2001-06-27,SET,322.33,323.53,321.39,323.21,501415616
2001-06-28,SET,323.54,325.26,322.38,322.55,706828288
2001-06-29,SET,325.94,326.57,321.89,322.55,676755904
2001-07-02,SET,323.23,324.65,322.02,322.45,324332896
2001-07-03,SET,323.25,327.32,323.25,326.81,608384000
2001-07-04,SET,328.08,329.62,326.39,326.43,827330496
2001-07-05,SET,328.23,329.36,323.31,324.88,614794368
2001-07-09,SET,322.32,326.28,322.19,324.47,352423712
2001-07-10,SET,325.7,327.76,322.23,323.68,410109184
2001-07-11,SET,323.34,323.89,310.58,312.64,566761280
2001-07-12,SET,314.07,315.67,311.14,315.0,365076896
2001-07-13,SET,316.67,318.59,312.91,314.31,522262304
2001-07-16,SET,315.44,315.44,309.38,309.38,341037888
2001-07-17,SET,309.71,315.21,309.6,315.21,499984992
2001-07-18,SET,315.25,316.71,314.26,315.16,663769600
2001-07-19,SET,315.77,318.83,315.77,316.02,851203328
2001-07-20,SET,316.75,317.62,312.27,312.27,503056704
2001-07-23,SET,312.86,312.92,307.8,309.58,380115808
2001-07-24,SET,309.3,309.65,305.49,308.87,374774784
2001-07-25,SET,308.95,311.68,308.1,308.1,640405504
2001-07-26,SET,308.1,310.28,305.33,305.33,520921504
2001-07-27,SET,305.33,305.85,300.25,301.09,356073600
2001-07-30,SET,300.68,301.36,297.29,298.33,216776896
2001-07-31,SET,298.56,299.33,295.4,297.69,227901408
2001-08-01,SET,298.82,301.7,298.82,300.53,286586208
2001-08-02,SET,302.05,304.18,299.83,303.23,361348896
2001-08-03,SET,304.87,316.62,304.87,315.95,1171452160
2001-08-06,SET,323.0,323.35,313.15,314.06,1083558144
2001-08-07,SET,314.98,319.6,313.9,316.63,668462528
2001-08-08,SET,319.0,323.45,319.0,323.09,889579328
2001-08-09,SET,322.1,322.66,316.75,316.77,584827392
2001-08-10,SET,317.23,318.93,314.06,315.87,450430912
2001-08-14,SET,316.77,317.96,313.5,314.25,358048992
2001-08-15,SET,315.35,318.0,314.49,317.77,405547808
2001-08-16,SET,317.35,319.72,317.29,317.77,686521408
2001-08-17,SET,318.6,324.75,318.6,323.25,1061459008
2001-08-20,SET,321.81,323.26,319.7,319.7,564763328
2001-08-21,SET,321.09,322.54,318.47,319.14,557939008
2001-08-22,SET,318.62,322.88,318.62,321.31,682563008
2001-08-23,SET,323.01,326.52,322.09,324.9,807896320
2001-08-24,SET,325.59,333.09,325.37,332.17,1541820672
2001-08-27,SET,336.44,339.85,336.18,338.57,1514302208
2001-08-28,SET,339.51,340.86,334.49,335.49,1210285440
2001-08-29,SET,335.79,340.42,334.56,338.02,1355745664
2001-08-30,SET,337.53,338.59,331.62,331.62,985018368
2001-08-31,SET,332.55,336.58,330.93,335.57,682053504
2001-09-03,SET,338.39,343.95,338.39,341.65,774023616
2001-09-04,SET,344.11,344.52,339.76,339.76,540190208
2001-09-05,SET,340.67,343.11,338.17,338.21,443060608
2001-09-06,SET,339.85,342.71,339.77,342.56,634796416
2001-09-07,SET,341.93,342.94,340.46,342.32,597109120
2001-09-10,SET,341.3,341.3,331.65,331.65,655336192
2001-09-11,SET,332.65,333.12,329.23,330.37,446756896
2001-09-13,SET,318.45,318.45,298.04,308.17,1244798464
2001-09-14,SET,308.61,308.61,278.34,288.1,1282163072
2001-09-17,SET,271.92,273.46,266.07,270.61,762200320
2001-09-18,SET,283.13,284.27,268.89,274.21,1056072896
2001-09-19,SET,278.39,287.13,278.39,287.13,671819520
2001-09-20,SET,282.11,282.11,278.72,279.8,433192288
2001-09-21,SET,276.76,276.76,271.13,274.6,395816192
2001-09-24,SET,274.34,279.49,274.0,279.49,333530304
2001-09-25,SET,283.55,284.39,276.72,276.72,467940096
2001-09-26,SET,276.74,278.27,275.67,275.67,255787904
2001-09-27,SET,275.3,277.24,274.44,274.76,234175008
2001-09-28,SET,276.66,277.93,276.41,277.04,197960608
2001-10-01,SET,277.25,277.25,273.09,273.09,154930800
2001-10-02,SET,273.39,277.92,273.3,276.49,278613408
2001-10-03,SET,276.94,278.06,276.09,276.09,327582592
2001-10-04,SET,277.56,283.63,277.56,283.02,815713792
2001-10-05,SET,282.83,282.83,280.88,280.88,361442400
2001-10-08,SET,276.02,278.62,274.56,277.28,316646688
2001-10-09,SET,279.22,286.6,279.22,286.6,462188288
2001-10-10,SET,286.5,288.02,285.99,286.72,693867200
2001-10-11,SET,290.77,291.47,286.42,286.42,789498496
2001-10-12,SET,288.5,288.5,284.83,284.97,345669408
2001-10-15,SET,285.29,285.29,280.64,282.06,208774896
2001-10-16,SET,282.97,284.58,282.27,283.42,242251904
2001-10-17,SET,284.52,287.83,284.36,287.83,417905792
2001-10-18,SET,285.76,288.86,285.03,286.15,523009312
2001-10-19,SET,287.01,288.61,284.07,284.72,436986816
2001-10-22,SET,284.48,285.19,281.94,283.43,183149504
2001-10-24,SET,284.56,285.28,282.64,284.06,244760896
2001-10-25,SET,284.51,284.56,280.62,280.62,178749904
2001-10-26,SET,281.74,282.23,279.27,280.6,194569600
2001-10-29,SET,281.0,281.28,276.75,278.16,159641904
2001-10-30,SET,277.49,277.49,273.6,273.6,263192304
2001-10-31,SET,273.88,275.19,273.27,275.09,160649792
2001-11-01,SET,275.08,275.58,273.64,273.64,135053504
2001-11-02,SET,274.98,276.41,274.22,274.22,225767504
2001-11-05,SET,274.31,274.39,271.64,272.99,186306704
2001-11-06,SET,273.61,273.66,270.91,271.44,215367600
2001-11-07,SET,271.69,271.69,265.22,265.22,365072896
2001-11-08,SET,265.17,268.34,265.13,268.34,533670592
2001-11-09,SET,268.18,269.77,267.15,268.11,513410592
2001-11-12,SET,268.43,272.29,268.43,271.75,447628896
2001-11-13,SET,271.31,272.41,270.7,270.9,522282816
2001-11-14,SET,272.51,272.61,267.2,267.2,781191104
2001-11-15,SET,267.21,268.28,265.68,268.28,693687808
2001-11-16,SET,269.01,276.01,269.01,275.54,1108012672
2001-11-19,SET,276.1,278.75,275.0,276.97,1149412736
2001-11-20,SET,279.67,283.94,279.67,283.84,1463232768
2001-11-21,SET,287.2,291.62,286.61,291.21,1698953600
2001-11-22,SET,292.09,295.46,289.65,293.14,1568909952
2001-11-23,SET,294.78,298.57,294.76,296.77,1500837632
2001-11-26,SET,298.35,298.91,292.56,292.56,1045352576
2001-11-27,SET,294.15,298.1,294.11,296.46,930566528
2001-11-28,SET,295.4,295.97,291.93,292.98,629395392
2001-11-29,SET,292.35,297.97,292.21,297.87,1105572224
2001-11-30,SET,299.76,303.37,299.76,302.62,1549689344
2001-12-03,SET,303.89,305.84,302.2,302.2,1118095232
2001-12-04,SET,303.33,304.4,300.73,303.81,1144602240
2001-12-06,SET,308.34,309.83,305.19,305.25,2169708032
2001-12-07,SET,305.45,307.66,301.17,304.05,1350748160
2001-12-11,SET,303.47,303.47,294.73,294.86,886987520
2001-12-12,SET,295.71,299.28,295.45,297.71,1196346240
2001-12-13,SET,297.82,298.95,294.61,294.61,1187393408
2001-12-14,SET,294.05,294.25,291.54,294.0,1536401024
2001-12-17,SET,294.38,295.99,293.45,293.51,1770383744
2001-12-18,SET,294.48,296.39,292.87,292.87,1556793344
2001-12-19,SET,293.66,295.56,292.81,295.34,1233076608
2001-12-20,SET,295.43,298.7,294.85,297.92,2101767936
2001-12-21,SET,297.08,298.17,295.46,296.69,1522002176
2001-12-24,SET,297.16,302.07,297.16,302.01,2205593344
2001-12-25,SET,303.12,303.68,301.04,301.81,1810723712
2001-12-26,SET,302.52,306.64,302.52,304.44,2315861248
2001-12-27,SET,306.3,308.02,300.72,301.17,3132381696
2001-12-28,SET,302.35,304.59,301.72,303.85,1943056128
2002-01-02,SET,304.0,305.2,302.38,305.19,1896654976
2002-01-03,SET,305.85,312.43,305.85,312.05,3132043520
2002-01-04,SET,316.19,318.01,314.3,315.73,3101934080
2002-01-07,SET,318.66,321.15,316.83,317.69,3892268032
2002-01-08,SET,315.86,318.8,315.06,318.64,3870394112
2002-01-09,SET,320.6,323.84,319.24,319.24,2531848448
2002-01-10,SET,318.91,319.33,315.57,319.3,2013731584
2002-01-11,SET,319.32,322.55,318.1,322.55,1696054656
2002-01-14,SET,321.92,326.22,321.53,325.66,1774594048
2002-01-15,SET,325.47,327.16,322.94,323.39,1535010432
2002-01-16,SET,324.4,327.3,319.55,319.57,1957039872
2002-01-17,SET,317.14,319.18,316.42,319.18,921994112
2002-01-18,SET,320.75,321.48,317.52,317.52,927243712
2002-01-21,SET,317.56,317.98,314.38,314.38,557673792
2002-01-22,SET,314.95,317.94,314.95,317.27,624308224
2002-01-23,SET,318.15,326.93,318.15,326.92,1533456384
2002-01-24,SET,330.07,335.78,328.83,333.96,2681266432
2002-01-25,SET,336.83,339.82,335.11,338.99,2696450816
2002-01-28,SET,339.85,340.96,337.49,337.49,1433336704
2002-01-29,SET,338.03,340.03,336.13,339.69,2141827584
2002-01-30,SET,338.17,341.7,336.8,340.4,2568691200
2002-01-31,SET,343.41,345.48,340.72,340.82,1978126976
2002-02-01,SET,342.23,344.54,335.45,336.65,1684344064
2002-02-04,SET,336.5,338.93,335.14,336.15,968723520
2002-02-05,SET,335.93,343.37,335.93,343.37,1789299328
2002-02-06,SET,343.98,348.75,342.0,348.17,1776918016
2002-02-07,SET,349.33,350.53,346.77,346.77,2175294976
2002-02-08,SET,347.63,355.23,347.63,353.59,2142178048
2002-02-11,SET,356.09,358.69,355.98,356.94,1272801024
2002-02-12,SET,358.72,359.71,352.85,353.69,1246696064
2002-02-13,SET,353.73,361.99,353.73,361.99,1791603968
2002-02-14,SET,363.15,366.81,361.95,365.3,2699296512
2002-02-15,SET,366.32,375.62,365.22,373.02,3156016128
2002-02-18,SET,376.49,380.75,375.63,375.63,3259915776
2002-02-19,SET,378.26,380.0,368.67,370.19,3289423872
2002-02-20,SET,370.15,376.31,368.2,376.31,2968741376
2002-02-21,SET,377.62,377.62,361.49,361.49,2840560896
2002-02-22,SET,361.46,362.24,350.48,351.32,2755992320
2002-02-25,SET,351.34,357.6,350.82,356.65,1443697536
2002-02-27,SET,359.37,372.22,359.37,372.22,2306436608
2002-02-28,SET,375.58,376.85,370.22,371.81,2710573312
2002-03-01,SET,374.82,380.72,374.75,380.65,2496993280
2002-03-04,SET,388.29,391.0,385.96,391.0,2921708288
2002-03-05,SET,392.62,394.4,383.81,384.55,3046981632
2002-03-06,SET,387.76,393.07,386.7,391.71,2812020992
2002-03-07,SET,394.22,394.3,386.76,391.67,2406638592
2002-03-08,SET,393.02,396.7,390.65,390.65,2513776384
2002-03-11,SET,390.57,391.49,386.34,387.78,1459478016
2002-03-12,SET,389.01,391.85,384.36,384.74,1397554688
2002-03-13,SET,385.17,385.23,374.74,378.61,1480580352
2002-03-14,SET,378.19,382.44,375.96,382.16,1280999296
2002-03-15,SET,382.45,382.47,376.72,377.39,1097376512
2002-03-18,SET,377.9,380.41,374.72,374.73,911417984
2002-03-19,SET,375.97,377.36,371.11,375.9,1243977472
2002-03-20,SET,377.53,383.34,376.43,383.34,1370899840
2002-03-21,SET,382.78,389.73,382.45,386.33,1787029760
2002-03-22,SET,387.93,390.14,385.4,389.31,1489037824
2002-03-25,SET,390.6,392.46,386.62,387.12,889267584
2002-03-26,SET,387.62,388.65,384.79,384.8,878515520
2002-03-27,SET,384.74,385.6,376.67,377.1,1215739264
2002-03-28,SET,377.52,381.74,376.95,379.55,1174533248
2002-03-29,SET,379.93,380.54,371.52,373.95,913190080
2002-04-01,SET,373.97,375.52,370.36,375.52,522988896
2002-04-02,SET,375.83,376.82,370.55,370.82,510436896
2002-04-03,SET,369.37,369.37,362.38,364.11,673670720
2002-04-04,SET,361.95,364.64,360.47,361.95,652746176
2002-04-05,SET,362.88,370.44,362.88,369.99,1239923968
2002-04-09,SET,371.29,373.84,369.06,370.86,1056845824
2002-04-10,SET,371.54,373.73,370.39,372.67,942530816
2002-04-11,SET,374.44,379.13,374.44,377.95,1516106752
2002-04-12,SET,377.5,379.63,375.48,379.63,1033584320
2002-04-17,SET,383.53,390.86,383.47,390.73,2016304512
2002-04-18,SET,392.5,393.32,387.48,387.48,1866990080
2002-04-19,SET,388.7,391.34,385.17,386.51,1943480832
2002-04-22,SET,387.3,389.62,385.41,386.92,1457098752
2002-04-23,SET,386.07,386.07,380.63,381.43,1023289984
2002-04-24,SET,381.11,384.0,379.6,380.76,1175916544
2002-04-25,SET,379.69,380.59,373.04,373.04,1167512832
2002-04-26,SET,374.1,376.5,373.39,376.44,829862720
2002-04-29,SET,374.04,374.44,370.61,371.01,591114624
2002-04-30,SET,371.12,372.7,368.89,371.42,774744320
2002-05-02,SET,372.71,374.93,369.86,369.86,605285184
2002-05-03,SET,371.4,374.05,369.35,374.05,547611008
2002-05-07,SET,372.61,374.65,371.13,374.65,591180416
2002-05-08,SET,376.84,382.48,375.62,382.48,769929216
2002-05-09,SET,387.07,387.07,380.09,380.7,907925312
2002-05-10,SET,381.75,382.47,377.38,382.09,617256192
2002-05-13,SET,381.32,381.84,379.89,380.67,399464992
2002-05-14,SET,382.3,382.9,380.52,382.09,599623424
2002-05-15,SET,383.16,383.75,375.83,375.83,707147904
2002-05-16,SET,376.89,378.15,374.66,376.18,449214400
2002-05-17,SET,376.26,379.08,375.97,378.23,606109184
2002-05-20,SET,378.81,381.02,378.51,381.02,498143904
2002-05-21,SET,380.98,385.64,380.98,385.64,817453376
2002-05-22,SET,386.05,388.28,385.48,386.97,903220096
2002-05-23,SET,388.31,394.56,387.9,392.85,1173608960
2002-05-24,SET,394.88,396.48,391.41,392.09,927532096
2002-05-28,SET,392.9,404.81,392.9,403.04,1129350528
2002-05-29,SET,405.85,412.4,405.85,409.11,1672883840
2002-05-30,SET,412.27,412.89,404.51,407.41,1367521024
2002-05-31,SET,407.84,410.71,404.77,407.96,1316811904
2002-06-03,SET,409.07,411.01,406.77,406.77,915886528
2002-06-04,SET,406.6,407.74,402.32,402.54,919785216
2002-06-05,SET,402.81,411.07,402.81,411.07,985731968
2002-06-06,SET,412.82,419.54,412.82,417.76,1850267648
2002-06-07,SET,418.68,423.21,415.56,417.33,1333571072
2002-06-10,SET,419.07,423.9,418.56,423.65,1737701888
2002-06-11,SET,425.68,425.72,417.89,418.85,1679317760
2002-06-12,SET,418.87,429.23,418.87,423.61,1911249536
2002-06-13,SET,424.05,428.76,421.17,426.45,1331664768
2002-06-14,SET,428.51,430.67,421.51,422.44,1420324352
2002-06-17,SET,422.42,424.19,416.35,417.39,1043604800
2002-06-18,SET,419.29,419.52,414.47,418.52,739782720
2002-06-19,SET,418.45,418.77,405.0,406.47,909566016
2002-06-20,SET,405.61,406.23,400.15,403.31,884351296
2002-06-21,SET,399.73,399.73,393.46,395.46,774296896
2002-06-24,SET,393.91,394.43,388.92,393.88,514512992
2002-06-25,SET,394.67,398.69,393.15,398.53,640170496
2002-06-26,SET,395.37,395.42,379.45,381.21,989859584
2002-06-27,SET,384.89,386.02,381.9,383.02,572373632
2002-06-28,SET,386.24,391.92,386.24,389.1,594306176
2002-07-02,SET,388.12,390.78,387.31,390.78,491512704
2002-07-03,SET,390.14,396.5,390.14,395.15,861416320
2002-07-04,SET,397.05,398.61,394.53,397.79,755441088
2002-07-05,SET,398.39,402.72,396.41,401.1,979788608
2002-07-08,SET,404.05,404.75,398.73,398.75,692363200
2002-07-09,SET,399.96,403.36,397.85,403.22,629994304
2002-07-10,SET,402.94,404.15,401.34,402.97,867719872
2002-07-11,SET,400.58,404.27,396.88,397.97,952267712
2002-07-12,SET,400.47,402.65,399.4,400.66,718150016
2002-07-15,SET,401.31,401.62,398.53,399.36,564210304
2002-07-16,SET,399.63,400.14,392.28,392.55,699623488
2002-07-17,SET,392.71,394.32,390.07,394.32,544206016
2002-07-18,SET,395.61,398.03,393.69,397.91,803597184
2002-07-19,SET,395.86,397.54,394.14,394.27,737052032
2002-07-22,SET,391.51,391.51,383.07,383.07,567196928
2002-07-23,SET,383.07,388.1,383.05,387.96,475021312
2002-07-24,SET,385.88,385.88,373.57,374.44,709174208
2002-07-26,SET,374.83,375.29,365.2,366.47,558718272
2002-07-29,SET,367.47,370.26,365.96,366.48,378931104
2002-07-30,SET,372.2,375.17,372.2,374.08,488391712
2002-07-31,SET,374.12,376.36,373.02,376.02,376686784
2002-08-01,SET,376.08,379.07,376.08,376.68,696142912
2002-08-02,SET,376.42,376.42,368.98,370.46,548982016
2002-08-05,SET,369.52,369.52,362.07,362.14,377592288
2002-08-06,SET,360.44,362.69,358.29,362.66,530815200
2002-08-07,SET,365.62,369.13,364.47,367.04,834078976
2002-08-08,SET,367.99,368.41,360.03,360.03,690006784
2002-08-09,SET,363.56,368.8,363.56,367.07,536449312
2002-08-13,SET,367.27,368.6,362.14,366.47,506306816
2002-08-14,SET,366.62,371.26,364.53,371.19,645498112
2002-08-15,SET,374.31,376.78,370.77,371.62,1307938688
2002-08-16,SET,373.45,376.09,371.0,373.03,819323008
2002-08-19,SET,373.55,373.55,369.0,370.21,521888000
2002-08-20,SET,372.67,374.97,371.19,373.25,777589824
2002-08-21,SET,372.93,372.97,369.51,372.22,577703808
2002-08-22,SET,372.61,374.42,368.32,368.32,676155712
2002-08-23,SET,369.67,369.83,365.59,367.01,377145408
2002-08-26,SET,366.99,369.07,366.21,369.02,256292496
2002-08-27,SET,368.82,371.47,367.19,370.14,311913408
2002-08-28,SET,370.38,372.1,364.26,365.13,578487104
2002-08-29,SET,364.77,364.77,361.25,362.14,292875904
2002-08-30,SET,361.94,363.17,359.53,361.16,279535904
2002-09-02,SET,360.55,360.83,356.84,357.36,224813296
2002-09-03,SET,357.09,359.18,355.59,355.59,222776992
2002-09-04,SET,353.15,353.15,347.42,351.94,425850496
2002-09-05,SET,352.38,352.9,350.05,350.05,367251808
2002-09-06,SET,348.47,353.79,347.99,353.55,388162208
2002-09-09,SET,354.13,354.36,352.4,353.23,225462704
2002-09-10,SET,354.51,360.61,354.51,360.61,529408608
2002-09-11,SET,360.92,361.38,359.24,361.35,452131904
2002-09-12,SET,361.07,366.88,361.07,361.49,737207808
2002-09-13,SET,358.39,358.46,355.88,357.15,443855296
2002-09-16,SET,356.91,358.22,351.36,351.88,413063008
2002-09-17,SET,356.83,359.53,356.37,359.3,741059712
2002-09-18,SET,355.5,355.5,352.9,354.0,478273984
2002-09-19,SET,354.1,356.01,352.34,352.34,552172992
2002-09-20,SET,350.03,351.52,347.83,351.52,652117824
2002-09-23,SET,351.09,351.09,347.76,347.97,324577216
2002-09-24,SET,347.66,347.66,339.93,340.33,527205408
2002-09-25,SET,338.91,338.91,332.3,336.0,721120000
2002-09-26,SET,338.96,339.58,335.3,335.82,533935808
2002-09-27,SET,338.23,340.35,338.06,338.72,381796992
2002-09-30,SET,335.55,335.55,330.98,331.79,239926000
2002-10-01,SET,330.92,333.75,330.37,333.69,368068992
2002-10-02,SET,337.04,337.47,334.99,335.43,476330816
2002-10-03,SET,334.87,337.29,334.41,336.55,317628992
2002-10-04,SET,336.98,341.91,336.98,340.92,570302528
2002-10-07,SET,339.35,339.35,335.67,335.88,229761600
2002-10-08,SET,336.3,338.44,336.3,337.84,468391712
2002-10-09,SET,338.03,340.29,338.0,338.37,472995392
2002-10-10,SET,337.35,337.35,333.51,333.75,460620704
2002-10-11,SET,335.92,336.18,330.41,330.41,556044288
2002-10-14,SET,330.72,330.72,323.86,323.86,441931296
2002-10-15,SET,324.41,328.92,323.18,328.29,572987584
2002-10-16,SET,330.23,333.74,329.64,332.8,746245824
2002-10-17,SET,332.7,335.21,330.12,333.18,843268928
2002-10-18,SET,333.63,344.22,333.63,342.46,1687818624
2002-10-21,SET,342.72,344.99,341.54,344.28,1024632320
2002-10-22,SET,346.62,347.17,344.02,346.21,994419968
2002-10-24,SET,346.27,349.31,344.86,346.59,998789632
2002-10-25,SET,346.67,348.76,345.55,348.46,970957696
2002-10-28,SET,349.5,357.42,349.5,357.42,1208570624
2002-10-29,SET,356.99,358.21,353.51,353.95,1019402368
2002-10-30,SET,354.69,355.38,351.92,355.0,850700928
2002-10-31,SET,356.32,357.6,354.28,356.36,676150016
2002-11-01,SET,357.13,360.29,357.11,357.68,866178112
2002-11-04,SET,358.65,360.51,356.64,358.8,765026688
2002-11-05,SET,358.94,359.87,353.99,355.77,698627968
2002-11-06,SET,356.27,356.74,353.71,353.8,643529280
2002-11-07,SET,353.83,359.22,352.16,357.46,837291392
2002-11-08,SET,355.6,357.47,354.61,355.0,741409920
2002-11-11,SET,354.59,354.73,350.36,350.36,411609888
2002-11-12,SET,348.24,348.24,342.59,345.07,568812928
2002-11-13,SET,345.63,345.68,342.44,343.67,463887392
2002-11-14,SET,347.15,349.51,347.12,348.95,890291392
2002-11-15,SET,348.99,356.24,348.99,356.24,1208526592
2002-11-18,SET,357.58,358.25,354.83,357.1,878859712
2002-11-19,SET,356.96,358.98,353.62,353.62,1476930432
2002-11-20,SET,354.4,356.47,351.63,352.18,1021844800
2002-11-21,SET,354.8,358.44,354.77,358.44,1110615296
2002-11-22,SET,359.5,363.69,359.5,362.59,1466542208
2002-11-25,SET,362.87,366.48,362.87,364.53,999124608
2002-11-26,SET,364.46,364.87,360.19,361.21,918015680
2002-11-27,SET,360.45,361.96,360.04,361.35,939091712
2002-11-28,SET,364.8,366.37,364.28,364.29,1351374080
2002-11-29,SET,365.08,365.31,362.27,364.9,713568320
2002-12-02,SET,365.14,366.8,362.97,366.67,549227328
2002-12-03,SET,367.08,368.19,364.19,364.19,805999424
2002-12-04,SET,362.65,366.33,362.18,364.94,779690368
2002-12-06,SET,364.74,366.73,364.74,365.09,924315392
2002-12-09,SET,365.59,368.77,365.29,365.35,536524192
2002-12-11,SET,365.64,368.19,364.28,365.46,559050688
2002-12-12,SET,365.92,366.34,360.97,360.99,434004416
2002-12-13,SET,360.12,360.26,355.32,356.2,570171776
2002-12-16,SET,355.61,355.61,353.01,353.93,359841600
2002-12-17,SET,355.42,357.63,352.69,352.83,553699968
2002-12-18,SET,352.71,352.71,348.42,350.62,976802432
2002-12-19,SET,349.62,351.11,348.08,350.25,969799168
2002-12-20,SET,350.29,350.7,348.84,350.01,820644608
2002-12-23,SET,349.89,352.79,349.59,350.55,552646784
2002-12-24,SET,351.12,351.25,348.85,350.93,458611296
2002-12-25,SET,351.0,353.61,350.81,353.41,517046784
2002-12-26,SET,353.25,355.36,352.92,355.36,576298368
2002-12-27,SET,355.87,357.6,354.53,356.48,537791296
2003-01-02,SET,356.45,356.68,351.32,351.52,305060000
2003-01-03,SET,353.05,357.63,353.05,357.23,852630272
2003-01-06,SET,357.44,364.61,357.44,364.15,1405476224
2003-01-07,SET,366.5,368.16,364.5,365.51,1577130240
2003-01-08,SET,366.15,366.15,360.41,360.41,1073530176
2003-01-09,SET,359.87,361.09,355.59,358.76,915809024
2003-01-10,SET,359.42,362.56,359.42,360.37,1202424704
2003-01-13,SET,361.05,364.38,359.94,364.05,942963200
2003-01-14,SET,365.21,374.05,365.21,373.33,1469706240
2003-01-15,SET,373.35,375.17,371.57,371.82,1168624640
2003-01-16,SET,371.39,375.5,370.32,370.48,1014882112
2003-01-17,SET,371.03,372.19,366.85,367.16,809163776
2003-01-20,SET,366.21,371.68,365.86,371.45,756854592
2003-01-21,SET,371.61,376.5,371.61,375.91,1060757184
2003-01-22,SET,375.33,378.3,373.17,373.17,1096101888
2003-01-23,SET,373.8,377.69,372.31,376.56,1082088576
2003-01-24,SET,377.44,379.49,375.0,376.3,1180437760
2003-01-27,SET,373.98,374.54,370.8,370.8,782678720
2003-01-28,SET,371.39,374.76,368.87,374.76,752005888
2003-01-29,SET,375.6,377.42,369.69,369.69,810324224
2003-01-30,SET,369.87,372.43,369.68,370.3,510502112
2003-01-31,SET,369.96,370.24,368.87,370.01,311528288
2003-02-03,SET,370.34,372.68,370.12,372.4,451233088
2003-02-04,SET,372.61,373.38,370.19,373.37,915915328
2003-02-05,SET,373.3,374.25,372.54,373.28,891749504
2003-02-06,SET,373.01,379.32,373.01,379.1,1498056448
2003-02-07,SET,379.44,382.71,378.48,378.95,1335306240
2003-02-10,SET,378.86,379.27,374.76,375.48,1130925312
2003-02-11,SET,375.68,379.57,375.68,379.14,1004024832
2003-02-12,SET,379.75,382.25,379.3,380.26,1159205632
2003-02-13,SET,380.38,382.67,369.65,370.25,1356223744
2003-02-14,SET,370.34,370.86,364.58,368.71,830622272
2003-02-18,SET,372.77,373.6,369.57,370.45,1110333312
2003-02-19,SET,371.04,372.51,370.86,371.18,1073464000
2003-02-20,SET,371.56,371.74,363.0,364.42,1218957184
2003-02-21,SET,364.42,364.42,358.87,359.53,762603712
2003-02-24,SET,361.01,362.18,359.95,362.09,711916224
2003-02-25,SET,360.32,360.32,355.47,356.76,524994400
2003-02-26,SET,358.32,359.46,355.6,356.02,754832192
2003-02-27,SET,355.42,358.89,354.94,358.89,798417280
2003-02-28,SET,360.16,361.52,359.34,361.32,652319680
2003-03-03,SET,361.96,367.67,361.96,367.67,794127104
2003-03-04,SET,366.99,366.99,362.58,364.55,630095808
2003-03-05,SET,363.0,363.0,359.28,359.9,544902016
2003-03-06,SET,360.2,361.18,358.96,358.96,570940928
2003-03-07,SET,357.86,358.48,355.38,358.48,509657216
2003-03-10,SET,358.42,358.42,353.03,353.29,435880512
2003-03-11,SET,351.65,351.67,347.55,350.98,555773376
2003-03-12,SET,350.18,352.44,350.18,352.44,491412704
2003-03-13,SET,353.14,353.92,352.76,353.48,465081312
2003-03-14,SET,356.0,358.65,356.0,358.24,755677696
2003-03-17,SET,355.69,355.69,351.81,354.61,533721984
2003-03-18,SET,359.83,362.85,359.27,362.85,1128689536
2003-03-19,SET,362.03,364.93,359.97,361.13,1086384896
2003-03-20,SET,363.55,365.68,360.7,364.24,1175990656
2003-03-21,SET,364.41,364.87,362.74,363.62,892512512
2003-03-24,SET,364.23,365.17,361.07,361.28,663105984
2003-03-25,SET,358.9,363.74,358.61,363.74,632372288
2003-03-26,SET,364.49,368.94,364.49,368.14,952221312
2003-03-27,SET,367.85,369.8,367.85,368.94,606456832
2003-03-28,SET,368.4,369.53,366.51,369.53,683585472
2003-03-31,SET,367.95,367.95,363.87,364.55,625545984
2003-04-01,SET,363.24,363.51,359.02,362.22,598964288
2003-04-02,SET,359.8,363.29,359.41,363.02,687329984
